,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
46,2/7/2016,0.63,1365558.26,230721.51,557897.36,18935.14,558004,50218,507786,0,conventional,2016,Denver
47,1/31/2016,0.8,892702.46,167669.42,270481.63,27489.66,427062,45613,381449,0,conventional,2016,Denver
48,1/24/2016,0.6,1195521.28,25727.06,404617.2,15454.69,749722,43669,706053,0,conventional,2016,Denver
49,1/17/2016,0.66,1245174.24,118599.67,403009.94,31009.77,692555,43027,649528,0,conventional,2016,Denver
50,1/10/2016,0.72,1094945.73,146631.13,366330.53,37684.11,544300,44732,499568,0,conventional,2016,Denver
51,1/3/2016,0.6,1295246.27,114121.88,526048.62,10374.52,644701,33034,611655,12,conventional,2016,Denver
0,12/25/2016,1.06,319957.45,89825,59758.69,7121.96,163252,161041,2192,19,conventional,2016,Detroit
1,12/18/2016,1.05,298755.3,82536.6,85859.26,10805.16,119554,117398,2072,84,conventional,2016,Detroit
2,12/11/2016,0.95,333109.65,135589.71,44003.6,5245.09,148271,145975,2039,257,conventional,2016,Detroit
3,12/4/2016,0.81,545216.52,156549.99,173437.9,22752.47,192476,188723,3635,118,conventional,2016,Detroit
4,11/27/2016,1.18,262530.31,86557.85,47554.19,4974.63,123444,121147,2290,7,conventional,2016,Detroit
5,11/20/2016,1.35,243576.96,76104.87,46523.68,5327.53,115621,114230,1382,9,conventional,2016,Detroit
6,11/13/2016,1.39,236523.09,78974.4,43868.31,5687.17,107993,107106,873,14,conventional,2016,Detroit
7,11/6/2016,1.4,231422.37,80604.72,46242.75,5688.67,98886,97806,1074,7,conventional,2016,Detroit
8,10/30/2016,1.4,193940.78,75576.83,41553.71,4805.57,72005,70937,1059,9,conventional,2016,Detroit
9,10/23/2016,1.35,227233.92,84500.57,51517.1,8023.49,83193,80684,2492,16,conventional,2016,Detroit
10,10/16/2016,1.26,256744.34,83560.9,51486.24,6767.11,114930,112345,2582,4,conventional,2016,Detroit
11,10/9/2016,1.27,253886.8,85266.6,50763.68,6966.14,110890,104612,6147,131,conventional,2016,Detroit
12,10/2/2016,1.25,266892.47,83699.68,49320.17,7837.66,126035,118414,7605,16,conventional,2016,Detroit
13,9/25/2016,1.24,274937.38,89632.07,50863.12,8202.35,126240,124696,1542,2,conventional,2016,Detroit
14,9/18/2016,1.1,320748.32,105595.83,53981.52,8602.38,152569,147793,4601,174,conventional,2016,Detroit
15,9/11/2016,1.09,339890.13,123013.74,57728.78,10905.57,148242,143847,4395,0,conventional,2016,Detroit
16,9/4/2016,1.08,326335.52,119899.31,56047.32,11880.35,138509,138186,287,35,conventional,2016,Detroit
17,8/28/2016,1.01,353420.52,123353.98,54190.11,10761.35,165115,164229,533,353,conventional,2016,Detroit
18,8/21/2016,1.15,316859.74,121469.45,53707.3,13151.78,128531,127062,109,1360,conventional,2016,Detroit
19,8/14/2016,1.08,367007.17,127204.13,53136.76,15900.17,170766,168989,1081,696,conventional,2016,Detroit
20,8/7/2016,1.13,352764.25,127164.35,60621.61,20552.56,144426,124980,18669,777,conventional,2016,Detroit
21,7/31/2016,1.16,340176.41,133525.93,51178.25,23139.38,132333,122543,5808,3982,conventional,2016,Detroit
22,7/24/2016,1.15,354577.28,133984.58,39970.66,40559.67,140062,111539,10056,18467,conventional,2016,Detroit
23,7/17/2016,1.17,328237.93,126817.85,41460.73,41888.34,118071,100213,907,16951,conventional,2016,Detroit
24,7/10/2016,1.18,311241.09,117420.11,41580.84,38634.53,113606,82670,14996,15940,conventional,2016,Detroit
25,7/3/2016,1.17,336701.66,127175.1,42029.92,37960.27,129536,113573,2084,13879,conventional,2016,Detroit
26,6/26/2016,1.13,344391.38,116197.85,50835.79,57169.98,120188,101180,243,18765,conventional,2016,Detroit
27,6/19/2016,1,442961.17,149055.97,60807.9,75225.17,157872,130698,1731,25443,conventional,2016,Detroit
28,6/12/2016,0.98,414532.49,162656.29,38374.42,38384.9,175117,160648,1916,12554,conventional,2016,Detroit
29,6/5/2016,0.92,473131.2,121769.89,90921.04,123670.88,136769,94468,3849,38453,conventional,2016,Detroit
30,5/29/2016,1.04,348557.33,127403.87,45533,38082.17,137538,122657,4440,10442,conventional,2016,Detroit
31,5/22/2016,1.07,303330.62,118921.39,40268.68,35077.81,109063,94756,4350,9957,conventional,2016,Detroit
32,5/15/2016,0.86,485653.27,139497.99,86027.72,120894.82,139233,86916,16445,35872,conventional,2016,Detroit
33,5/8/2016,0.96,500424.55,168696.93,84169.69,107930.15,139628,91310,21053,27264,conventional,2016,Detroit
34,5/1/2016,1,319391.58,109542.32,48135.67,46048.82,115665,97921,6528,11217,conventional,2016,Detroit
35,4/24/2016,1,331109.85,116267.83,50906.17,45925.85,118010,102881,6973,8156,conventional,2016,Detroit
36,4/17/2016,0.97,447346.61,96173.74,116000.57,132061.08,103111,66169,6263,30680,conventional,2016,Detroit
37,4/10/2016,1.03,312995.88,126215.49,30729.07,44982.2,111069,92085,10173,8811,conventional,2016,Detroit
38,4/3/2016,1.02,335108.11,121653.22,33903.57,72329.16,107222,65916,27480,13826,conventional,2016,Detroit
39,3/27/2016,1.05,378431.9,80333.46,65448.49,119488.87,113161,55446,37647,20068,conventional,2016,Detroit
40,3/20/2016,1.09,371639.1,78492.11,67761.91,111819.43,113566,58374,35829,19362,conventional,2016,Detroit
41,3/13/2016,1.12,299527.55,82406.98,42593.59,65646.79,108880,66514,32804,9562,conventional,2016,Detroit
42,3/6/2016,0.97,441920.14,79240.24,86747.64,154833,121099,47041,43570,30487,conventional,2016,Detroit
43,2/28/2016,1.13,342465.19,82100.44,66020,108296.25,86049,49708,19350,16990,conventional,2016,Detroit
44,2/21/2016,1.2,247820.38,76211.84,42300.46,62843.26,66465,47260,10248,8957,conventional,2016,Detroit
45,2/14/2016,1,334544.52,129795.42,51191.64,71030.49,82527,60254,12168,10105,conventional,2016,Detroit
46,2/7/2016,0.77,594784.92,169611.09,118251.74,192417.1,114505,58664,17270,38570,conventional,2016,Detroit
47,1/31/2016,1.04,364612.83,131406.58,59678.32,96298.92,77229,49336,12767,15126,conventional,2016,Detroit
48,1/24/2016,0.94,489584.58,154051.35,95837.97,151279.99,88415,58403,4514,25498,conventional,2016,Detroit
49,1/17/2016,1.11,293246.54,82804.19,46382.59,78514.15,85546,70769,4505,10271,conventional,2016,Detroit
50,1/10/2016,1.1,325997.55,133286.56,49832.73,73427.07,69451,57082,2454,9915,conventional,2016,Detroit
51,1/3/2016,0.86,492699.87,165617.47,93942.49,143911.67,89228,51669,2096,35463,conventional,2016,Detroit
0,12/25/2016,1.33,149348.88,1345.56,91323.33,3768.64,52911,47454,5228,230,conventional,2016,GrandRapids
1,12/18/2016,1.14,161136.65,908.23,109288.75,4631.16,46309,42335,3947,26,conventional,2016,GrandRapids
2,12/11/2016,1.2,128166.44,1044.89,60598.79,2268.01,64255,58704,5539,12,conventional,2016,GrandRapids
3,12/4/2016,0.92,263904.24,1092.97,189101.7,9125.63,64584,61981,2547,56,conventional,2016,GrandRapids
4,11/27/2016,1.44,103697.69,1329.56,62173.5,2035.91,38159,34495,3626,38,conventional,2016,GrandRapids
5,11/20/2016,1.46,127392.78,1165.74,82541.69,2576.45,41109,39611,1472,26,conventional,2016,GrandRapids
6,11/13/2016,1.59,118566.57,1340.96,62841.77,2934.42,51449,50552,892,5,conventional,2016,GrandRapids
7,11/6/2016,1.67,100001.45,1858.84,58869.42,2785.71,36487,34753,1713,21,conventional,2016,GrandRapids
8,10/30/2016,1.42,107013.58,1991.45,80587.89,2821.22,21613,17160,4411,41,conventional,2016,GrandRapids
9,10/23/2016,1.72,100904.77,1234.72,64735.86,3120.36,31814,26018,5758,38,conventional,2016,GrandRapids
10,10/16/2016,1.63,117842.82,1510.9,69625.5,3811.2,42895,38574,4301,21,conventional,2016,GrandRapids
11,10/9/2016,1.62,116477.56,1531.38,67528.39,3408.67,44009,39396,4581,33,conventional,2016,GrandRapids
12,10/2/2016,1.6,122091.54,1617.76,67660.2,4166.81,48647,43757,4869,21,conventional,2016,GrandRapids
13,9/25/2016,1.55,137599.07,2757.72,75047.32,4714.89,55079,47569,7491,19,conventional,2016,GrandRapids
14,9/18/2016,1.49,139511.61,1406.64,82346.79,4837.74,50920,44436,6479,5,conventional,2016,GrandRapids
15,9/11/2016,1.58,136492.43,1710.59,76987.54,6085.4,51709,46525,5160,24,conventional,2016,GrandRapids
16,9/4/2016,1.52,142913.72,2698.76,79726.85,8313.96,52174,47211,4235,728,conventional,2016,GrandRapids
17,8/28/2016,1.45,143049.62,2477.85,68530.49,10744.95,61296,54347,4939,2010,conventional,2016,GrandRapids
18,8/21/2016,1.63,132894.77,2041.86,66472.24,18506.96,45874,39617,1742,4514,conventional,2016,GrandRapids
19,8/14/2016,1.53,147711.44,1835.81,61893.13,23661.83,60321,49619,3263,7439,conventional,2016,GrandRapids
20,8/7/2016,1.59,145207.86,2219.98,72545.05,19401.04,51042,42210,3446,5386,conventional,2016,GrandRapids
21,7/31/2016,1.6,142302.47,2218.73,78075.95,12112.22,49896,44480,3059,2357,conventional,2016,GrandRapids
22,7/24/2016,1.6,149002.57,2349.93,66146.5,26206.73,54299,40487,3843,9970,conventional,2016,GrandRapids
23,7/17/2016,1.58,146730.62,2136.76,69205.5,24890.18,50498,38583,3582,8333,conventional,2016,GrandRapids
24,7/10/2016,1.6,133747.66,1971.43,70502.43,21317.82,39956,25890,4005,10061,conventional,2016,GrandRapids
25,7/3/2016,1.49,159566.9,2334.7,79978.16,20020.38,57234,42382,4598,10254,conventional,2016,GrandRapids
26,6/26/2016,1.26,183547.1,2370.43,104539.76,14725.39,61912,49679,4817,7415,conventional,2016,GrandRapids
27,6/19/2016,1.26,216299.96,3034.67,130169.29,18998.81,64097,49222,4611,10264,conventional,2016,GrandRapids
28,6/12/2016,1.36,167703.13,3254.28,93760.09,2234,68455,62658,4766,1031,conventional,2016,GrandRapids
29,6/5/2016,0.93,310903.8,1814.45,218134.77,6825.69,84129,76848,6583,699,conventional,2016,GrandRapids
30,5/29/2016,1.32,193459.52,2079.99,117665.38,2496.3,71218,65725,5039,454,conventional,2016,GrandRapids
31,5/22/2016,1.31,151840.62,1949.63,84537.07,4986.35,60368,50741,7308,2318,conventional,2016,GrandRapids
32,5/15/2016,0.88,295706.69,1673.41,211337.24,6471.52,76225,67998,7824,402,conventional,2016,GrandRapids
33,5/8/2016,1.04,272057.12,1949.46,201017.01,5353.11,63738,56653,6646,439,conventional,2016,GrandRapids
34,5/1/2016,1.12,191903.31,1858.07,131194.43,3002.96,55848,49040,6737,70,conventional,2016,GrandRapids
35,4/24/2016,1.07,181857.18,2001.47,113325.77,3088.37,63442,55324,8087,30,conventional,2016,GrandRapids
36,4/17/2016,0.89,332191.52,1877.71,256399.93,8605.75,65308,58861,6230,217,conventional,2016,GrandRapids
37,4/10/2016,1.17,155143.97,2129.18,95776.95,3412.42,53825,47308,5850,667,conventional,2016,GrandRapids
38,4/3/2016,1.1,156883.18,2410.14,97646.19,3234.16,53593,47055,6428,110,conventional,2016,GrandRapids
39,3/27/2016,0.99,216788.92,2298.8,146037.81,5101.46,63351,53893,9317,141,conventional,2016,GrandRapids
40,3/20/2016,1.07,208712.19,2126.48,140410.18,4357.31,61818,55984,5768,66,conventional,2016,GrandRapids
41,3/13/2016,1.15,149119.51,2180.17,91194.54,2607.73,53137,43482,9622,33,conventional,2016,GrandRapids
42,3/6/2016,0.91,259568.21,1974.52,191952.31,7752.62,57889,54012,3634,243,conventional,2016,GrandRapids
43,2/28/2016,1.07,202356.13,2248.94,141141.8,5163.51,53802,49890,3809,103,conventional,2016,GrandRapids
44,2/21/2016,1.16,142681.62,3581.34,93603.59,4067.71,41429,36166,5151,112,conventional,2016,GrandRapids
45,2/14/2016,1.13,154975.46,3573.23,98244.04,14048.13,39110,28771,6755,3584,conventional,2016,GrandRapids
46,2/7/2016,0.94,290555.59,3935.71,205006.57,43866.57,37747,23629,2406,11712,conventional,2016,GrandRapids
47,1/31/2016,1.13,182986.71,3588.83,126342.36,14941.42,38114,29860,3445,4809,conventional,2016,GrandRapids
48,1/24/2016,0.94,260598.64,2407.36,195585.66,16377.2,46228,38644,2468,5117,conventional,2016,GrandRapids
49,1/17/2016,1.05,172166.36,3810.41,106814.67,5407,56134,52364,2470,1300,conventional,2016,GrandRapids
50,1/10/2016,1.17,160432.54,3614.64,110381.2,3921.19,42516,38447,3622,447,conventional,2016,GrandRapids
51,1/3/2016,0.92,258889.23,3985.19,191590.43,12294.17,51019,42962,2685,5373,conventional,2016,GrandRapids
0,12/25/2016,1.11,2954314.99,446144.28,1256639.93,146507.02,1105024,789983,306952,8088,conventional,2016,GreatLakes
1,12/18/2016,1.11,2791515.27,466186.32,1327455.76,146478.91,851394,629888,211183,10323,conventional,2016,GreatLakes
2,12/11/2016,1.03,3048518.15,593674.17,1251696.43,134247.97,1068900,767092,290597,11211,conventional,2016,GreatLakes
3,12/4/2016,0.97,3854099.9,674158.39,1769353.76,179768.34,1230819,854172,371804,4843,conventional,2016,GreatLakes
4,11/27/2016,1.18,2385048.43,528089.35,937488.16,109137.29,810334,590905,219153,276,conventional,2016,GreatLakes
5,11/20/2016,1.23,2637621.79,482408.81,1176230.69,109089.43,869893,583553,283782,2558,conventional,2016,GreatLakes
6,11/13/2016,1.41,2348814.17,378864.27,1003256.02,103230.89,863463,598774,264201,488,conventional,2016,GreatLakes
7,11/6/2016,1.48,2222383.47,398012.36,946981.93,91683.48,785706,520297,264747,661,conventional,2016,GreatLakes
8,10/30/2016,1.36,2275351.91,456451.3,955805.27,88514.18,774581,433158,335026,6397,conventional,2016,GreatLakes
9,10/23/2016,1.35,2528597.22,480949.33,1062333.36,105335.31,879979,508418,358809,12752,conventional,2016,GreatLakes
10,10/16/2016,1.4,2517672.23,399216.44,1126801.36,111904.83,879750,593425,274655,11669,conventional,2016,GreatLakes
11,10/9/2016,1.35,2624202.9,419930.06,1162528.89,129381.16,912363,571073,325870,15420,conventional,2016,GreatLakes
12,10/2/2016,1.38,2618805.67,389791.16,1183844.04,129395.86,915775,591585,307678,16512,conventional,2016,GreatLakes
13,9/25/2016,1.37,2834326.48,484580.09,1282328.66,144883.2,922535,642866,263775,15894,conventional,2016,GreatLakes
14,9/18/2016,1.28,2996317.15,536657.14,1278413.08,150023.52,1031223,741802,280262,9160,conventional,2016,GreatLakes
15,9/11/2016,1.3,3078051.63,552133.48,1351448.1,156892.83,1017577,787725,228409,1443,conventional,2016,GreatLakes
16,9/4/2016,1.3,3084199.23,512921.31,1430594.08,158776.84,981907,779093,197493,5322,conventional,2016,GreatLakes
17,8/28/2016,1.27,3025330.44,456513.05,1330166.96,166364.88,1072286,841777,207893,22616,conventional,2016,GreatLakes
18,8/21/2016,1.34,2933973.86,450526.72,1308748.45,180362.15,994337,756136,215617,22584,conventional,2016,GreatLakes
19,8/14/2016,1.3,3134414.15,459026.42,1316694.09,217555.14,1141139,875058,239773,26307,conventional,2016,GreatLakes
20,8/7/2016,1.33,3106108.92,449400.31,1387946.82,219477.32,1049284,767194,255073,27017,conventional,2016,GreatLakes
21,7/31/2016,1.34,3013426.04,448128.25,1374844.51,207792.14,982661,742995,212638,27028,conventional,2016,GreatLakes
22,7/24/2016,1.32,3212818.19,457452.9,1381175.94,293304.81,1080885,743699,242488,94697,conventional,2016,GreatLakes
23,7/17/2016,1.25,3267857.63,429390.43,1441657.56,291136.56,1105673,754051,256759,94863,conventional,2016,GreatLakes
24,7/10/2016,1.24,3327062.2,478536.66,1500516.86,328564.87,1019444,686497,228291,104656,conventional,2016,GreatLakes
25,7/3/2016,1.13,4020724.58,574425.88,1781703.48,367119.34,1297476,930190,261536,105750,conventional,2016,GreatLakes
26,6/26/2016,1.13,3643417.33,609218.12,1609911.48,376048.28,1048239,778316,180042,89881,conventional,2016,GreatLakes
27,6/19/2016,1.1,3955098.89,608467.47,1766243.34,431784.45,1148604,804836,242410,101358,conventional,2016,GreatLakes
28,6/12/2016,1.15,3443333.94,593779.04,1519607.27,285261.84,1044686,858071,135926,50689,conventional,2016,GreatLakes
29,6/5/2016,1.01,4188245.99,467971.13,2147776.06,487106.11,1085393,776264,220019,89110,conventional,2016,GreatLakes
30,5/29/2016,1.05,3925300.14,583307.07,1952011.72,280608.56,1109373,868963,210973,29436,conventional,2016,GreatLakes
31,5/22/2016,1,3705262.31,565308.46,1785951.31,285242.59,1068760,777740,252030,38990,conventional,2016,GreatLakes
32,5/15/2016,0.91,4324700.33,541979.64,2165410.51,491344.53,1125966,774859,273930,77177,conventional,2016,GreatLakes
33,5/8/2016,0.94,4460481.53,610996.39,2239470.6,471428.29,1138586,768004,312684,57897,conventional,2016,GreatLakes
34,5/1/2016,0.94,3801508.26,573869.79,1927106.29,320732.21,979800,746942,208596,24262,conventional,2016,GreatLakes
35,4/24/2016,0.96,3735389.44,624804.28,1787143.44,323412.26,1000029,759839,217343,22848,conventional,2016,GreatLakes
36,4/17/2016,0.98,4154218.26,441314.08,2322236.11,508030.41,882638,603191,210718,68729,conventional,2016,GreatLakes
37,4/10/2016,1.05,3126127.34,497880.34,1454195.66,299669.72,874382,628086,225792,20504,conventional,2016,GreatLakes
38,4/3/2016,1.04,2968139.47,441199.94,1373509.11,360264.17,793166,494820,265657,32689,conventional,2016,GreatLakes
39,3/27/2016,0.97,3557777.32,370933.32,1846740.22,464302.08,875802,541169,286624,48009,conventional,2016,GreatLakes
40,3/20/2016,1.06,3368333.6,372244.77,1730562.82,425736.86,839789,549845,245563,44382,conventional,2016,GreatLakes
41,3/13/2016,1.03,3145897.89,370032.77,1668502.58,319148.88,788214,531244,232255,24714,conventional,2016,GreatLakes
42,3/6/2016,0.98,3818114.32,372605.84,2069786.74,534051.03,841671,522649,250138,68883,conventional,2016,GreatLakes
43,2/28/2016,1.05,3419909.75,369566.69,1862761.88,427177,760404,512998,207221,40185,conventional,2016,GreatLakes
44,2/21/2016,1.07,2837626.92,339775.05,1566426.52,295941.81,635484,453590,163400,18493,conventional,2016,GreatLakes
45,2/14/2016,0.96,3386951.48,502690.77,1784879.1,352376.13,747005,499433,216563,31010,conventional,2016,GreatLakes
46,2/7/2016,0.85,4865296.26,652666.36,2644419.02,704466.56,863744,516542,238503,108699,conventional,2016,GreatLakes
47,1/31/2016,1.04,3330752.29,496596.01,1762047.32,422063.61,650045,443401,158608,48036,conventional,2016,GreatLakes
48,1/24/2016,0.95,3806974.62,473647.35,2043221.89,553447.22,736658,513810,150810,72038,conventional,2016,GreatLakes
49,1/17/2016,1.05,3166941.66,364949.96,1695887.65,357831.91,748272,554459,167786,26027,conventional,2016,GreatLakes
50,1/10/2016,1.06,3310201.06,503914.83,1753942.06,352247.15,700097,488806,185907,25383,conventional,2016,GreatLakes
51,1/3/2016,0.92,4065583.41,604697.28,2200074.78,543717.88,717093,438280,147921,130893,conventional,2016,GreatLakes
0,12/25/2016,1.45,186180,28999.77,97383.52,1529.57,58267,55674,2561,32,conventional,2016,HarrisburgScranton
1,12/18/2016,1.21,210917.45,25826.37,133480.1,208.63,51402,50218,1185,0,conventional,2016,HarrisburgScranton
2,12/11/2016,1.26,202600.72,27491.67,115422.37,112.85,59574,57170,2403,0,conventional,2016,HarrisburgScranton
3,12/4/2016,1.4,172416.11,27161.44,93528.53,71.39,51655,50780,801,74,conventional,2016,HarrisburgScranton
4,11/27/2016,1.4,155286.15,26022.48,81008.09,83.97,48172,47431,741,0,conventional,2016,HarrisburgScranton
5,11/20/2016,1.37,191755.51,29191.47,91102.95,117.32,71344,70657,687,0,conventional,2016,HarrisburgScranton
6,11/13/2016,1.42,197920.72,39007.12,92584.51,127.17,66202,65223,973,7,conventional,2016,HarrisburgScranton
7,11/6/2016,1.55,174837.42,40523.19,82049.79,151.56,52113,51327,756,30,conventional,2016,HarrisburgScranton
8,10/30/2016,1.59,171652.4,35332.98,78894.91,87.59,57337,56959,378,0,conventional,2016,HarrisburgScranton
9,10/23/2016,1.6,195809.34,35724.11,99575.79,113.66,60396,60146,187,63,conventional,2016,HarrisburgScranton
10,10/16/2016,1.49,205728.4,43579.25,95964.8,176.04,66008,65297,712,0,conventional,2016,HarrisburgScranton
11,10/9/2016,1.42,219089.52,43010.81,111487.02,218.09,64374,63388,986,0,conventional,2016,HarrisburgScranton
12,10/2/2016,1.4,214726.86,42262.02,106682.04,191.99,65591,64689,902,0,conventional,2016,HarrisburgScranton
13,9/25/2016,1.37,222019.37,68045.46,89410.32,183.69,64380,63531,772,78,conventional,2016,HarrisburgScranton
14,9/18/2016,1.26,220697.92,75557.67,73638.24,176.87,71325,69129,2196,0,conventional,2016,HarrisburgScranton
15,9/11/2016,1.19,272611.45,108308.69,103071.11,124.41,61107,59029,2062,16,conventional,2016,HarrisburgScranton
16,9/4/2016,1.15,311176.62,77540.78,112618.27,230.96,120787,119477,1160,150,conventional,2016,HarrisburgScranton
17,8/28/2016,1.32,269377.79,45946.25,114244.06,1086.91,108101,102789,2349,2963,conventional,2016,HarrisburgScranton
18,8/21/2016,1.28,258309.18,41521.93,119685.36,101.31,97001,85856,7905,3240,conventional,2016,HarrisburgScranton
19,8/14/2016,1.22,272099.07,49712.54,114887.12,193.77,107306,98316,6770,2220,conventional,2016,HarrisburgScranton
20,8/7/2016,1.24,267082.86,56263.05,109039.94,538.07,101242,96275,1282,3685,conventional,2016,HarrisburgScranton
21,7/31/2016,1.37,253671.67,48175.7,110154.96,346.77,94994,90148,592,4255,conventional,2016,HarrisburgScranton
22,7/24/2016,1.36,247275.14,42713.11,103033.69,272.62,101256,92483,553,8220,conventional,2016,HarrisburgScranton
23,7/17/2016,1.25,249117.51,37155.26,99016.77,207.3,112738,100384,1259,11095,conventional,2016,HarrisburgScranton
24,7/10/2016,1.21,274783.17,43879.44,118215.77,436.85,112251,102165,1668,8418,conventional,2016,HarrisburgScranton
25,7/3/2016,1.23,287688.42,41551.5,129783.55,762.14,115591,103962,868,10762,conventional,2016,HarrisburgScranton
26,6/26/2016,1.24,277479.27,38571.49,141142.92,592.96,97172,91757,985,4430,conventional,2016,HarrisburgScranton
27,6/19/2016,1.26,267235.79,41124.61,132642.19,298.49,93171,86477,1092,5601,conventional,2016,HarrisburgScranton
28,6/12/2016,1.24,250231.06,43253.79,114426.76,124.76,92426,85234,1542,5650,conventional,2016,HarrisburgScranton
29,6/5/2016,1.23,267225.88,40843.23,134735.41,191.75,91455,84589,5237,1630,conventional,2016,HarrisburgScranton
30,5/29/2016,1.13,280015.07,44168.8,143022.78,136.56,92687,79282,12975,430,conventional,2016,HarrisburgScranton
31,5/22/2016,1.12,257598.79,40865.69,124677.68,182.79,91873,90017,775,1080,conventional,2016,HarrisburgScranton
32,5/15/2016,1.08,270638.76,34543.04,159858.65,227.18,76010,73290,2720,0,conventional,2016,HarrisburgScranton
33,5/8/2016,0.91,373544.69,47270.41,247409.27,357.62,78507,77855,652,0,conventional,2016,HarrisburgScranton
34,5/1/2016,0.99,316410.59,52276.59,185445.08,362.87,78326,76347,1979,0,conventional,2016,HarrisburgScranton
35,4/24/2016,1.09,283535.19,50495.46,157366.58,235.32,75438,74325,1113,0,conventional,2016,HarrisburgScranton
36,4/17/2016,1.05,257743.57,42204.53,135971.63,137.93,79429,76854,2575,0,conventional,2016,HarrisburgScranton
37,4/10/2016,1.05,237139.23,42096.16,116591.89,168.03,78283,75904,2380,0,conventional,2016,HarrisburgScranton
38,4/3/2016,1.13,186673.69,36366.56,88833.96,90.37,61383,59420,1963,0,conventional,2016,HarrisburgScranton
39,3/27/2016,1.15,247389.76,35550.74,135847.91,156.57,75835,74485,1350,0,conventional,2016,HarrisburgScranton
40,3/20/2016,1.08,269456.81,35428.08,159452.29,270.23,74306,72834,1472,0,conventional,2016,HarrisburgScranton
41,3/13/2016,1.13,256785.76,35473.08,148078.39,202.18,73032,71739,1293,0,conventional,2016,HarrisburgScranton
42,3/6/2016,1.17,240849.91,40527.53,130174.89,211.56,69936,68305,1631,0,conventional,2016,HarrisburgScranton
43,2/28/2016,1.11,254954.35,36910.75,157390.1,213.14,60440,58910,1531,0,conventional,2016,HarrisburgScranton
44,2/21/2016,1.15,235440.15,33667.84,136616.59,158.14,64998,62780,2218,0,conventional,2016,HarrisburgScranton
45,2/14/2016,1.09,264904.19,39983.9,155336.11,224.2,69360,67078,2282,0,conventional,2016,HarrisburgScranton
46,2/7/2016,1.1,310166.32,42668.36,186545.28,334.31,80618,78498,2121,0,conventional,2016,HarrisburgScranton
47,1/31/2016,1.07,240911.84,30150.26,141567.72,148.18,69046,67727,1318,0,conventional,2016,HarrisburgScranton
48,1/24/2016,1.13,269859.91,30857.91,145118.66,187.2,93696,92435,1261,0,conventional,2016,HarrisburgScranton
49,1/17/2016,1.15,251772.19,37242.5,127825.35,215.42,86489,85284,1205,0,conventional,2016,HarrisburgScranton
50,1/10/2016,1.14,231258.4,38270.32,113995.58,142.14,78850,77645,1205,0,conventional,2016,HarrisburgScranton
51,1/3/2016,1.09,252693.38,36241.25,157969.24,315.45,58167,57476,692,0,conventional,2016,HarrisburgScranton
0,12/25/2016,1.49,238100.22,2977.57,178949.08,7914.45,48259,47076,866,317,conventional,2016,HartfordSpringfield
1,12/18/2016,1.22,304051.46,4769.87,256345.63,995.37,41941,41573,225,142,conventional,2016,HartfordSpringfield
2,12/11/2016,1.42,245721.9,3321.92,186954.78,2350.45,53095,51965,840,290,conventional,2016,HartfordSpringfield
3,12/4/2016,1.54,207482.67,3426.07,160247.2,591.16,43218,42958,125,136,conventional,2016,HartfordSpringfield
4,11/27/2016,1.57,195221.04,4269.91,149413.39,119.71,41418,41409,9,0,conventional,2016,HartfordSpringfield
5,11/20/2016,1.62,240655.78,4755.3,168091.33,122.4,67687,66363,1324,0,conventional,2016,HartfordSpringfield
6,11/13/2016,1.82,184928.64,3119.08,129123.05,107.47,52579,52392,187,0,conventional,2016,HartfordSpringfield
7,11/6/2016,1.83,173620.97,3070.78,119662.41,161.73,50726,50160,566,0,conventional,2016,HartfordSpringfield
8,10/30/2016,1.81,180113.35,2704.79,130995.75,191.97,46221,46141,80,0,conventional,2016,HartfordSpringfield
9,10/23/2016,1.78,213547.17,4201.36,152903.95,194.14,56248,56074,104,69,conventional,2016,HartfordSpringfield
10,10/16/2016,1.82,208966.36,4396.67,148210.67,239.04,56120,56021,99,0,conventional,2016,HartfordSpringfield
11,10/9/2016,1.62,231063.21,7855.45,171100.57,274.57,51833,51618,40,175,conventional,2016,HartfordSpringfield
12,10/2/2016,1.69,216818.99,17695.92,145719.43,620.47,52783,52593,190,0,conventional,2016,HartfordSpringfield
13,9/25/2016,1.63,224391.93,42274.18,125999.46,127.05,55991,55353,628,10,conventional,2016,HartfordSpringfield
14,9/18/2016,1.51,233869.17,37691.02,130354.21,132.81,65691,64310,1376,5,conventional,2016,HartfordSpringfield
15,9/11/2016,1.22,364052.46,84826.25,225724.26,197.17,53305,52152,1137,15,conventional,2016,HartfordSpringfield
16,9/4/2016,1.54,279628.17,10730.88,199814.2,842.34,68241,67173,734,334,conventional,2016,HartfordSpringfield
17,8/28/2016,1.59,287629.57,3266.96,209240.07,277.62,74845,72125,1647,1073,conventional,2016,HartfordSpringfield
18,8/21/2016,1.46,299545.98,2617.98,191018.33,223.9,105686,100063,4268,1355,conventional,2016,HartfordSpringfield
19,8/14/2016,1.46,298015.34,6429.23,186844.14,655.42,104087,100492,2319,1276,conventional,2016,HartfordSpringfield
20,8/7/2016,1.5,288155.59,4285.19,183604.52,565.14,99701,99392,119,190,conventional,2016,HartfordSpringfield
21,7/31/2016,1.72,255025.51,3820.18,170920.7,200.04,80085,78540,340,1205,conventional,2016,HartfordSpringfield
