Row ID,Ship Mode,Segment,Category,Sales
2045,Standard Class,Corporate,Office Supplies,15.552
2046,Standard Class,Corporate,Office Supplies,162.64
2047,Standard Class,Corporate,Technology,597
2048,Standard Class,Corporate,Office Supplies,55.48
2049,First Class,Consumer,Furniture,289.8
2050,First Class,Consumer,Office Supplies,2.502
2051,First Class,Consumer,Office Supplies,6.48
2052,First Class,Consumer,Furniture,341.488
2053,First Class,Consumer,Office Supplies,11.12
2054,First Class,Consumer,Furniture,25.344
2055,Standard Class,Consumer,Furniture,17.31
2056,First Class,Consumer,Technology,199.95
2057,First Class,Consumer,Furniture,1586.69
2058,First Class,Consumer,Technology,84.99
2059,First Class,Consumer,Furniture,411.8
2060,Standard Class,Corporate,Office Supplies,11.34
2061,Standard Class,Corporate,Office Supplies,80.3
2062,Standard Class,Corporate,Office Supplies,15.968
2063,Standard Class,Corporate,Office Supplies,64.74
2064,Standard Class,Corporate,Office Supplies,19.296
2065,Standard Class,Corporate,Office Supplies,405.64
2066,Standard Class,Corporate,Furniture,146.352
2067,Standard Class,Corporate,Technology,251.91
2068,Standard Class,Corporate,Office Supplies,12.39
2069,Standard Class,Consumer,Technology,199.96
2070,Standard Class,Consumer,Furniture,710.832
2071,Second Class,Corporate,Office Supplies,1.941
2072,Standard Class,Consumer,Furniture,283.92
2073,Standard Class,Corporate,Office Supplies,7.312
2074,Second Class,Home Office,Technology,59.97
2075,Second Class,Home Office,Technology,761.544
2076,Standard Class,Consumer,Furniture,58.2
2077,First Class,Consumer,Office Supplies,39.9
2078,First Class,Consumer,Office Supplies,90.86
2079,First Class,Consumer,Office Supplies,94.85
2080,Standard Class,Consumer,Office Supplies,106.232
2081,Standard Class,Consumer,Technology,111.984
2082,Standard Class,Consumer,Furniture,7.712
2083,Standard Class,Consumer,Office Supplies,37.44
2084,Standard Class,Home Office,Office Supplies,23.68
2085,Standard Class,Consumer,Office Supplies,122.12
2086,Standard Class,Consumer,Office Supplies,18.45
2087,Standard Class,Consumer,Office Supplies,324.9
2088,Standard Class,Consumer,Office Supplies,146.73
2089,Standard Class,Consumer,Office Supplies,3.96
2090,Standard Class,Corporate,Office Supplies,5.76
2091,Standard Class,Consumer,Office Supplies,26.55
2092,Standard Class,Consumer,Furniture,310.443
2093,Standard Class,Home Office,Furniture,479.9
2094,Second Class,Consumer,Office Supplies,12.88
2095,Standard Class,Consumer,Office Supplies,13.12
2096,Standard Class,Home Office,Office Supplies,511.84
2097,Standard Class,Home Office,Office Supplies,91.96
2098,Standard Class,Home Office,Office Supplies,8.34
2099,Standard Class,Consumer,Office Supplies,37.68
2100,Standard Class,Consumer,Technology,279.944
2101,Standard Class,Consumer,Office Supplies,636.408
2102,Standard Class,Consumer,Office Supplies,83.168
2103,Same Day,Home Office,Furniture,259.136
2104,Second Class,Corporate,Office Supplies,221.92
2105,Second Class,Corporate,Technology,26
2106,Standard Class,Consumer,Office Supplies,15.552
2107,Same Day,Corporate,Office Supplies,0.876
2108,Same Day,Consumer,Office Supplies,19.98
2109,Same Day,Consumer,Office Supplies,398.352
2110,Same Day,Consumer,Office Supplies,5.04
2111,Same Day,Consumer,Office Supplies,17.45
2112,Same Day,Consumer,Furniture,323.136
2113,Same Day,Consumer,Office Supplies,29.7
2114,Same Day,Consumer,Technology,1295.84
2115,Same Day,Consumer,Office Supplies,46.84
2116,Same Day,Consumer,Furniture,425.833
2117,Second Class,Consumer,Furniture,209.67
2118,Standard Class,Consumer,Office Supplies,159.88
2119,First Class,Corporate,Office Supplies,5.28
2120,First Class,Corporate,Office Supplies,895.92
2121,Standard Class,Consumer,Office Supplies,2.808
2122,First Class,Corporate,Furniture,215.976
2123,Second Class,Home Office,Furniture,241.96
2124,Second Class,Home Office,Office Supplies,27.72
2125,Standard Class,Home Office,Office Supplies,104.68
2126,Standard Class,Home Office,Technology,62.958
2127,Standard Class,Consumer,Technology,86.376
2128,Standard Class,Home Office,Furniture,64.944
2129,Standard Class,Home Office,Office Supplies,20.736
2130,Second Class,Corporate,Office Supplies,33.28
2131,Second Class,Corporate,Office Supplies,38.52
2132,Second Class,Corporate,Furniture,139.86
2133,Standard Class,Consumer,Office Supplies,19.65
2134,Standard Class,Consumer,Office Supplies,152.991
2135,Standard Class,Consumer,Office Supplies,10.584
2136,Standard Class,Consumer,Technology,94.92
2137,Standard Class,Consumer,Furniture,14.76
2138,Standard Class,Consumer,Office Supplies,3.656
2139,Same Day,Consumer,Office Supplies,146.82
2140,Standard Class,Corporate,Office Supplies,149.544
2141,Standard Class,Corporate,Office Supplies,17.14
2142,Standard Class,Corporate,Furniture,991.764
2143,Standard Class,Corporate,Office Supplies,30.48
2144,Standard Class,Corporate,Technology,23.988
2145,Standard Class,Corporate,Office Supplies,16.688
2146,Standard Class,Corporate,Furniture,422.058
2147,Standard Class,Corporate,Office Supplies,38.088
2148,Standard Class,Corporate,Office Supplies,254.352
2149,Standard Class,Consumer,Furniture,43.31
2150,Standard Class,Consumer,Technology,84.95
2151,Standard Class,Consumer,Furniture,233.058
2152,Second Class,Consumer,Technology,111.79
2153,Standard Class,Consumer,Office Supplies,14.94
2154,Standard Class,Corporate,Office Supplies,14.16
2155,Standard Class,Home Office,Furniture,22.608
2156,Second Class,Consumer,Office Supplies,21.48
2157,First Class,Consumer,Office Supplies,501.81
2158,First Class,Consumer,Office Supplies,161.94
2159,Standard Class,Home Office,Office Supplies,17.856
2160,Standard Class,Consumer,Office Supplies,8.808
2161,Same Day,Consumer,Furniture,79.384
2162,Standard Class,Home Office,Office Supplies,34.58
2163,Standard Class,Home Office,Office Supplies,314.55
2164,Standard Class,Consumer,Technology,191.976
2165,Standard Class,Consumer,Office Supplies,8.288
2166,Standard Class,Consumer,Furniture,139.92
2167,Standard Class,Consumer,Office Supplies,15.872
2168,Standard Class,Consumer,Office Supplies,6.286
2169,Second Class,Consumer,Office Supplies,14.016
2170,Second Class,Consumer,Technology,71.976
2171,Second Class,Consumer,Technology,107.982
2172,Standard Class,Corporate,Furniture,305.312
2173,First Class,Consumer,Office Supplies,19.752
2174,Standard Class,Home Office,Office Supplies,9.264
2175,Second Class,Corporate,Office Supplies,61.792
2176,Standard Class,Home Office,Office Supplies,45.68
2177,Standard Class,Home Office,Office Supplies,60.12
2178,Standard Class,Home Office,Office Supplies,41.72
2179,Standard Class,Home Office,Office Supplies,71.6
2180,Standard Class,Consumer,Office Supplies,85.232
2181,Standard Class,Consumer,Office Supplies,44.4
2182,Standard Class,Consumer,Furniture,442.764
2183,Standard Class,Consumer,Technology,3999.95
2184,Standard Class,Consumer,Technology,199.95
2185,Standard Class,Consumer,Furniture,63.68
2186,Second Class,Corporate,Office Supplies,54.896
2187,Same Day,Consumer,Technology,29
2188,Standard Class,Consumer,Office Supplies,70.08
2189,Standard Class,Consumer,Furniture,121.3
2190,Standard Class,Consumer,Technology,1454.49
2191,Standard Class,Consumer,Office Supplies,60.81
2192,Standard Class,Consumer,Office Supplies,153.552
2193,Standard Class,Consumer,Office Supplies,65.34
2194,Standard Class,Consumer,Office Supplies,123.92
2195,Standard Class,Consumer,Office Supplies,35.1
2196,Standard Class,Consumer,Technology,44.75
2197,Standard Class,Consumer,Office Supplies,4.704
2198,Standard Class,Consumer,Office Supplies,14.67
2199,Standard Class,Consumer,Office Supplies,15.552
2200,Standard Class,Consumer,Office Supplies,5.232
2201,Standard Class,Consumer,Furniture,22.2
2202,Standard Class,Consumer,Technology,881.93
2203,Standard Class,Home Office,Office Supplies,6.096
2204,Standard Class,Home Office,Furniture,191.82
2205,Standard Class,Consumer,Furniture,20.104
2206,Second Class,Home Office,Office Supplies,67.56
2207,Standard Class,Home Office,Office Supplies,29.932
2208,Standard Class,Home Office,Technology,38.272
2209,Standard Class,Home Office,Office Supplies,16.52
2210,Second Class,Consumer,Technology,832.93
2211,Second Class,Consumer,Office Supplies,43.8
2212,First Class,Corporate,Office Supplies,167.292
2213,Standard Class,Consumer,Furniture,27.42
2214,First Class,Consumer,Office Supplies,1.44
2215,First Class,Consumer,Office Supplies,61.776
2216,First Class,Consumer,Office Supplies,241.96
2217,First Class,Consumer,Furniture,108.608
2218,Standard Class,Corporate,Office Supplies,2.816
2219,Standard Class,Corporate,Office Supplies,9.984
2220,Standard Class,Corporate,Office Supplies,14.98
2221,Standard Class,Corporate,Technology,1145.6
2222,Same Day,Consumer,Technology,485.94
2223,Same Day,Consumer,Office Supplies,37.376
2224,Same Day,Consumer,Furniture,70.686
2225,Standard Class,Corporate,Office Supplies,54.816
2226,Second Class,Consumer,Furniture,72.294
2227,Standard Class,Corporate,Office Supplies,2.896
2228,Standard Class,Corporate,Technology,124.792
2229,Standard Class,Consumer,Furniture,330.588
2230,Standard Class,Consumer,Office Supplies,673.568
2231,Standard Class,Consumer,Office Supplies,52.98
2232,Standard Class,Consumer,Furniture,526.45
2233,Standard Class,Consumer,Office Supplies,228.92
2234,Second Class,Consumer,Technology,319.968
2235,Standard Class,Corporate,Technology,205.03
2236,Second Class,Consumer,Office Supplies,190.86
2237,Second Class,Consumer,Office Supplies,24.32
2238,Standard Class,Home Office,Office Supplies,44.4
2239,Standard Class,Home Office,Furniture,44.4
2240,Second Class,Consumer,Office Supplies,1016.792
2241,Second Class,Consumer,Office Supplies,38.136
2242,Standard Class,Consumer,Technology,494.982
2243,Standard Class,Home Office,Office Supplies,56.56
2244,Standard Class,Home Office,Office Supplies,5.56
2245,Standard Class,Home Office,Office Supplies,9.02
2246,Standard Class,Home Office,Office Supplies,8.62
2247,Standard Class,Home Office,Technology,659.976
2248,Second Class,Consumer,Office Supplies,13.36
2249,Second Class,Consumer,Office Supplies,41.72
2250,Second Class,Consumer,Office Supplies,11.52
2251,Second Class,Consumer,Office Supplies,541.44
2252,Second Class,Consumer,Office Supplies,19.44
2253,Second Class,Home Office,Office Supplies,143.7
2254,First Class,Corporate,Office Supplies,43.26
2255,First Class,Corporate,Office Supplies,43.56
2256,Standard Class,Corporate,Technology,437.85
2257,Standard Class,Corporate,Furniture,109.48
2258,First Class,Consumer,Furniture,1212.96
2259,First Class,Consumer,Office Supplies,18.54
2260,Second Class,Home Office,Office Supplies,5
2261,Second Class,Home Office,Technology,371.97
2262,Same Day,Consumer,Technology,166.24
2263,First Class,Consumer,Furniture,359.97
2264,Second Class,Consumer,Technology,499.98
2265,Second Class,Consumer,Office Supplies,5.28
2266,Second Class,Consumer,Office Supplies,8.26
2267,Same Day,Home Office,Office Supplies,7.968
2268,Same Day,Consumer,Office Supplies,12.96
2269,Standard Class,Corporate,Office Supplies,6.48
2270,Standard Class,Corporate,Office Supplies,6.984
2271,Standard Class,Corporate,Office Supplies,47.96
2272,Standard Class,Consumer,Office Supplies,199.74
2273,Standard Class,Consumer,Furniture,435.26
2274,Standard Class,Consumer,Technology,1119.984
2275,Second Class,Corporate,Furniture,143.432
2276,Second Class,Corporate,Furniture,122.352
2277,Standard Class,Consumer,Office Supplies,306.2
2278,Standard Class,Consumer,Furniture,85.98
2279,Standard Class,Consumer,Technology,223.96
2280,First Class,Consumer,Furniture,97.568
2281,First Class,Consumer,Furniture,614.272
2282,First Class,Consumer,Furniture,199.98
2283,First Class,Corporate,Office Supplies,48.16
2284,Standard Class,Consumer,Technology,23.92
2285,Standard Class,Consumer,Office Supplies,60.69
2286,First Class,Corporate,Office Supplies,14.352
2287,Standard Class,Consumer,Office Supplies,35.04
2288,Second Class,Corporate,Office Supplies,17.48
2289,First Class,Consumer,Office Supplies,16.4
2290,First Class,Corporate,Furniture,892.98
2291,Standard Class,Corporate,Technology,287.97
2292,Standard Class,Corporate,Furniture,595.38
2293,Standard Class,Corporate,Office Supplies,12.96
2294,Standard Class,Corporate,Technology,4.95
2295,Standard Class,Corporate,Furniture,181.95
2296,Standard Class,Consumer,Office Supplies,13.52
2297,Standard Class,Consumer,Furniture,259.7
2298,Standard Class,Consumer,Technology,42.95
2299,Standard Class,Consumer,Technology,1399.93
2300,Standard Class,Consumer,Technology,503.96
2301,Standard Class,Consumer,Office Supplies,12.72
2302,Standard Class,Consumer,Office Supplies,11.52
2303,Standard Class,Corporate,Technology,316
2304,Second Class,Home Office,Furniture,723.92
2305,Second Class,Home Office,Office Supplies,106.32
2306,First Class,Corporate,Furniture,141.372
2307,First Class,Corporate,Office Supplies,27.216
2308,Standard Class,Consumer,Technology,390.75
2309,First Class,Home Office,Furniture,280.792
2310,First Class,Home Office,Office Supplies,68.448
2311,First Class,Home Office,Office Supplies,88.04
2312,First Class,Home Office,Office Supplies,15.872
2313,First Class,Home Office,Office Supplies,215.592
2314,Standard Class,Corporate,Office Supplies,14.62
2315,Standard Class,Corporate,Office Supplies,416.32
2316,Standard Class,Corporate,Office Supplies,43
2317,Standard Class,Corporate,Furniture,182.94
2318,Standard Class,Corporate,Office Supplies,60.83
2319,Standard Class,Corporate,Technology,389.97
2320,First Class,Consumer,Office Supplies,194.32
2321,Standard Class,Corporate,Technology,265.93
2322,Second Class,Corporate,Office Supplies,94.74
2323,Second Class,Corporate,Office Supplies,60.64
2324,Second Class,Corporate,Office Supplies,76.3
2325,Second Class,Corporate,Office Supplies,364.8
2326,Second Class,Corporate,Office Supplies,79.872
2327,Second Class,Corporate,Furniture,46.384
2328,Second Class,Corporate,Office Supplies,12.96
2329,First Class,Home Office,Office Supplies,14.352
2330,Standard Class,Corporate,Furniture,547.136
2331,Second Class,Corporate,Office Supplies,41.96
2332,Second Class,Corporate,Office Supplies,41.7
2333,Standard Class,Consumer,Office Supplies,277.4
2334,Standard Class,Consumer,Office Supplies,5.78
2335,Standard Class,Consumer,Office Supplies,69.216
2336,Same Day,Consumer,Office Supplies,10.86
2337,Same Day,Consumer,Office Supplies,426.79
2338,Same Day,Consumer,Office Supplies,25.92
2339,Same Day,Consumer,Office Supplies,45.92
2340,Standard Class,Consumer,Office Supplies,10.72
2341,Standard Class,Consumer,Office Supplies,41.86
2342,First Class,Home Office,Furniture,63.2
2343,First Class,Home Office,Technology,113.97
2344,Second Class,Consumer,Office Supplies,123.552
2345,Standard Class,Home Office,Office Supplies,490.32
2346,Standard Class,Consumer,Office Supplies,70.08
2347,Standard Class,Consumer,Office Supplies,1.272
2348,Standard Class,Consumer,Furniture,557.585
2349,Same Day,Corporate,Office Supplies,9.024
2350,Same Day,Corporate,Office Supplies,69.456
2351,Same Day,Corporate,Office Supplies,10.86
2352,Same Day,Corporate,Office Supplies,79.47
2353,Same Day,Corporate,Office Supplies,10.08
2354,First Class,Corporate,Furniture,1552.831
2355,First Class,Corporate,Office Supplies,137.24
2356,First Class,Corporate,Technology,36.51
2357,First Class,Corporate,Technology,239.976
2358,Standard Class,Corporate,Furniture,1579.746
2359,Standard Class,Corporate,Furniture,1071.576
2360,Standard Class,Corporate,Furniture,613.908
2361,Standard Class,Corporate,Office Supplies,34.86
2362,Standard Class,Corporate,Office Supplies,155.04
2363,Standard Class,Consumer,Office Supplies,13.71
2364,Standard Class,Home Office,Furniture,127.88
2365,Standard Class,Home Office,Office Supplies,160.32
2366,Standard Class,Home Office,Office Supplies,46
2367,Second Class,Consumer,Furniture,120.712
2368,First Class,Consumer,Office Supplies,23.12
2369,Standard Class,Corporate,Furniture,532.704
2370,Standard Class,Corporate,Office Supplies,4.912
2371,Second Class,Corporate,Technology,252
2372,Second Class,Corporate,Furniture,60.288
2373,Second Class,Corporate,Office Supplies,2.632
2374,Second Class,Corporate,Office Supplies,23.688
2375,Second Class,Corporate,Furniture,253.372
2376,Standard Class,Consumer,Office Supplies,5.67
2377,Second Class,Consumer,Office Supplies,76.776
2378,Second Class,Consumer,Office Supplies,9.184
2379,Standard Class,Home Office,Office Supplies,32.75
2380,Standard Class,Home Office,Office Supplies,7.216
2381,Standard Class,Home Office,Office Supplies,49.568
2382,Standard Class,Home Office,Furniture,54.712
2383,First Class,Consumer,Office Supplies,176.04
2384,First Class,Consumer,Office Supplies,16.02
2385,First Class,Consumer,Office Supplies,185.92
2386,First Class,Consumer,Technology,211.168
2387,First Class,Consumer,Technology,479.984
2388,First Class,Consumer,Office Supplies,7.86
2389,First Class,Consumer,Office Supplies,24.448
2390,Standard Class,Consumer,Office Supplies,6.48
2391,Standard Class,Consumer,Office Supplies,41.86
2392,Standard Class,Consumer,Technology,1619.91
2393,Standard Class,Consumer,Furniture,113.92
2394,Standard Class,Consumer,Office Supplies,39.68
2395,Standard Class,Corporate,Technology,37.6
2396,Standard Class,Corporate,Technology,59.9
2397,Standard Class,Corporate,Office Supplies,37
2398,Second Class,Consumer,Office Supplies,5.76
2399,Second Class,Consumer,Office Supplies,16.68
2400,Standard Class,Corporate,Office Supplies,628.81
2401,Standard Class,Corporate,Office Supplies,56.45
2402,Second Class,Consumer,Office Supplies,94.2
2403,Second Class,Consumer,Office Supplies,28.4
2404,Standard Class,Corporate,Furniture,956.6648
2405,Standard Class,Consumer,Technology,1115.91
2406,Standard Class,Consumer,Technology,128.744
2407,Standard Class,Consumer,Technology,79.92
2408,Standard Class,Consumer,Office Supplies,24.2
2409,Standard Class,Consumer,Technology,359.976
2410,First Class,Home Office,Furniture,211.84
2411,Standard Class,Home Office,Office Supplies,5.68
2412,Second Class,Corporate,Office Supplies,7.52
2413,Standard Class,Consumer,Office Supplies,11.96
2414,Standard Class,Consumer,Furniture,629.064
2415,Standard Class,Consumer,Furniture,754.45
2416,Standard Class,Home Office,Furniture,301.96
2417,Standard Class,Corporate,Technology,595
2418,Standard Class,Corporate,Office Supplies,79.872
2419,Standard Class,Corporate,Technology,2396.4
2420,Standard Class,Corporate,Office Supplies,63.56
2421,Standard Class,Corporate,Technology,99.99
2422,Standard Class,Home Office,Office Supplies,230.376
2423,Standard Class,Home Office,Office Supplies,9.664
2424,Standard Class,Consumer,Technology,158.928
2425,Standard Class,Consumer,Office Supplies,13.023
2426,Standard Class,Consumer,Furniture,273.06
2427,Standard Class,Consumer,Office Supplies,39.312
2428,Standard Class,Corporate,Office Supplies,1.344
2429,Standard Class,Corporate,Office Supplies,8.272
2430,Standard Class,Corporate,Furniture,12.544
2431,Standard Class,Home Office,Office Supplies,58.48
2432,Standard Class,Corporate,Furniture,7.4
2433,Standard Class,Consumer,Furniture,366.786
2434,Standard Class,Consumer,Technology,54.368
2435,First Class,Corporate,Office Supplies,33.96
2436,First Class,Corporate,Office Supplies,826.11
2437,Standard Class,Consumer,Furniture,545.85
2438,Second Class,Consumer,Furniture,145.98
2439,Second Class,Consumer,Office Supplies,35.808
2440,Standard Class,Consumer,Furniture,7.904
2441,Standard Class,Consumer,Technology,345
2442,Standard Class,Consumer,Furniture,174.286
2443,Standard Class,Consumer,Office Supplies,662.84
2444,Standard Class,Consumer,Technology,95.1
2445,Standard Class,Consumer,Office Supplies,26.88
2446,Standard Class,Consumer,Technology,257.98
2447,Standard Class,Consumer,Office Supplies,17.48
2448,Standard Class,Consumer,Furniture,492.835
2449,Second Class,Consumer,Office Supplies,269.49
2450,Standard Class,Home Office,Office Supplies,29.12
2451,Second Class,Consumer,Office Supplies,18.75
2452,Second Class,Consumer,Technology,119.7
2453,Second Class,Consumer,Office Supplies,9.144
2454,Second Class,Consumer,Technology,57.06
2455,Second Class,Consumer,Technology,71.6
2456,Second Class,Consumer,Office Supplies,107.44
2457,Second Class,Consumer,Office Supplies,7.31
2458,Second Class,Consumer,Office Supplies,59.1
2459,Second Class,Consumer,Office Supplies,46.53
2460,Standard Class,Consumer,Office Supplies,97.84
2461,Second Class,Consumer,Office Supplies,29.97
2462,Second Class,Consumer,Office Supplies,98.352
2463,Standard Class,Consumer,Office Supplies,83.92
2464,Standard Class,Consumer,Office Supplies,14.624
2465,Standard Class,Consumer,Technology,136.99
2466,Standard Class,Consumer,Office Supplies,3.15
2467,Standard Class,Consumer,Office Supplies,9.11
2468,Standard Class,Consumer,Office Supplies,571.44
2469,Standard Class,Consumer,Office Supplies,32.4
2470,Standard Class,Consumer,Office Supplies,16.91
2471,Standard Class,Consumer,Furniture,14.272
2472,Standard Class,Consumer,Furniture,451.136
2473,Standard Class,Consumer,Office Supplies,64.864
2474,First Class,Consumer,Furniture,217.584
2475,First Class,Consumer,Technology,82.95
2476,First Class,Consumer,Office Supplies,87.71
2477,First Class,Consumer,Office Supplies,1101.48
2478,Second Class,Corporate,Furniture,1322.352
2479,Standard Class,Consumer,Office Supplies,5.46
2480,Standard Class,Consumer,Office Supplies,11.184
2481,Standard Class,Consumer,Office Supplies,153.584
2482,Standard Class,Consumer,Office Supplies,1003.62
2483,Standard Class,Home Office,Technology,35.168
2484,Standard Class,Home Office,Furniture,1137.75
2485,Standard Class,Home Office,Office Supplies,99.68
2486,Standard Class,Home Office,Office Supplies,5.56
2487,Second Class,Corporate,Office Supplies,85.52
2488,Second Class,Corporate,Office Supplies,9.84
2489,Second Class,Corporate,Office Supplies,20.04
2490,Second Class,Consumer,Technology,631.96
2491,Second Class,Consumer,Office Supplies,23.92
2492,Second Class,Consumer,Office Supplies,90.24
2493,Standard Class,Consumer,Technology,4548.81
2494,Second Class,Consumer,Furniture,300.93
2495,Second Class,Consumer,Technology,719.96
2496,Standard Class,Consumer,Furniture,647.84
2497,Standard Class,Home Office,Office Supplies,64.17
2498,Standard Class,Home Office,Office Supplies,124.46
2499,Standard Class,Corporate,Office Supplies,9.584
2500,First Class,Consumer,Office Supplies,37.608
2501,First Class,Corporate,Office Supplies,12.224
2502,First Class,Corporate,Office Supplies,2.304
2503,First Class,Corporate,Office Supplies,9.36
2504,Standard Class,Consumer,Office Supplies,7.38
2505,Second Class,Consumer,Office Supplies,53.72
2506,Second Class,Consumer,Office Supplies,8187.65
2507,Second Class,Consumer,Furniture,77.92
2508,Same Day,Consumer,Office Supplies,32.784
2509,Standard Class,Corporate,Technology,196.776
2510,Standard Class,Corporate,Technology,479.94
2511,Standard Class,Home Office,Office Supplies,1117.92
2512,First Class,Consumer,Technology,106.5
2513,Standard Class,Home Office,Office Supplies,45.66
2514,Standard Class,Corporate,Technology,95.968
2515,Standard Class,Corporate,Furniture,47.992
2516,Standard Class,Consumer,Office Supplies,264.32
2517,Standard Class,Consumer,Office Supplies,604.656
2518,Standard Class,Corporate,Furniture,129.93
2519,Standard Class,Home Office,Office Supplies,20.16
2520,Standard Class,Home Office,Office Supplies,29.46
2521,Standard Class,Home Office,Office Supplies,868.59
2522,Standard Class,Home Office,Office Supplies,12.96
2523,Standard Class,Home Office,Technology,5.5
2524,Standard Class,Home Office,Office Supplies,121.6
2525,Standard Class,Consumer,Office Supplies,42.048
2526,Standard Class,Consumer,Technology,25.488
2527,Standard Class,Consumer,Office Supplies,6.9
2528,Standard Class,Consumer,Office Supplies,9.648
2529,Standard Class,Consumer,Office Supplies,7.968
2530,Standard Class,Home Office,Office Supplies,10.368
2531,Standard Class,Corporate,Office Supplies,114.2
2532,Standard Class,Corporate,Office Supplies,17.96
2533,Standard Class,Corporate,Office Supplies,12.67
2534,Standard Class,Corporate,Technology,339.96
2535,Second Class,Corporate,Office Supplies,1801.632
2536,First Class,Corporate,Technology,46.32
2537,Second Class,Consumer,Furniture,181.986
2538,Second Class,Consumer,Technology,431.976
2539,Second Class,Consumer,Technology,155.37
2540,Same Day,Corporate,Furniture,1348.704
2541,Same Day,Corporate,Furniture,700.152
2542,Standard Class,Corporate,Furniture,111.888
2543,Second Class,Corporate,Office Supplies,143.952
2544,Standard Class,Home Office,Furniture,173.94
2545,Standard Class,Home Office,Office Supplies,14.76
2546,Standard Class,Consumer,Office Supplies,205.92
2547,Standard Class,Consumer,Furniture,102.833
2548,Standard Class,Consumer,Office Supplies,2.304
2549,Standard Class,Consumer,Technology,1879.96
2550,Standard Class,Consumer,Office Supplies,313.024
2551,Standard Class,Consumer,Office Supplies,5.04
2552,Standard Class,Consumer,Furniture,821.88
2553,Standard Class,Consumer,Office Supplies,21.96
2554,Standard Class,Home Office,Office Supplies,25.92
2555,Standard Class,Consumer,Technology,705.544
2556,Standard Class,Consumer,Technology,50
2557,Standard Class,Corporate,Furniture,51.712
2558,Standard Class,Corporate,Office Supplies,6.992
2559,Standard Class,Consumer,Furniture,1406.86
2560,Standard Class,Consumer,Office Supplies,15.75
2561,Standard Class,Consumer,Office Supplies,323.1
2562,Standard Class,Consumer,Office Supplies,9.216
2563,Standard Class,Consumer,Office Supplies,10.368
2564,Second Class,Corporate,Technology,15.02
2565,Second Class,Corporate,Office Supplies,33.82
2566,First Class,Consumer,Technology,71
2567,Second Class,Consumer,Office Supplies,25.12
2568,Second Class,Consumer,Furniture,2665.62
2569,Standard Class,Corporate,Office Supplies,478.08
2570,Same Day,Corporate,Technology,164.388
2571,Same Day,Corporate,Office Supplies,13.248
2572,Standard Class,Home Office,Office Supplies,2.912
2573,Second Class,Consumer,Technology,1399.944
2574,Standard Class,Home Office,Furniture,526.45
2575,Standard Class,Corporate,Office Supplies,16.23
2576,Standard Class,Corporate,Office Supplies,319.9
2577,Standard Class,Corporate,Office Supplies,11.36
2578,Standard Class,Corporate,Office Supplies,675.12
2579,Standard Class,Home Office,Furniture,62.82
2580,Standard Class,Home Office,Office Supplies,489.92
2581,Standard Class,Home Office,Office Supplies,19.44
2582,Standard Class,Home Office,Office Supplies,16.68
2583,Standard Class,Home Office,Technology,155.35
2584,Standard Class,Home Office,Furniture,12.42
2585,Standard Class,Home Office,Technology,187.98
2586,Standard Class,Corporate,Office Supplies,6.608
2587,Standard Class,Consumer,Office Supplies,248.57
2588,Standard Class,Consumer,Furniture,22.23
2589,Standard Class,Home Office,Office Supplies,5.98
2590,Standard Class,Home Office,Technology,246.168
2591,Standard Class,Consumer,Furniture,14.136
2592,Standard Class,Consumer,Furniture,601.47
2593,Second Class,Corporate,Technology,79.1
2594,Second Class,Corporate,Office Supplies,327.84
2595,Standard Class,Corporate,Office Supplies,180.96
2596,Standard Class,Corporate,Office Supplies,914.97
2597,Standard Class,Corporate,Technology,587.97
2598,Standard Class,Corporate,Office Supplies,530.34
2599,Standard Class,Corporate,Office Supplies,14.94
2600,Standard Class,Consumer,Office Supplies,121.94
2601,Standard Class,Consumer,Office Supplies,122.71
2602,Same Day,Consumer,Office Supplies,14.94
2603,Same Day,Consumer,Technology,1349.85
2604,Same Day,Consumer,Furniture,136.784
2605,Same Day,Consumer,Furniture,61.12
2606,Standard Class,Corporate,Office Supplies,1.167
2607,Standard Class,Home Office,Office Supplies,16.99
2608,Standard Class,Corporate,Technology,24.672
2609,Standard Class,Corporate,Office Supplies,2.52
2610,Standard Class,Corporate,Furniture,1218.735
2611,Standard Class,Corporate,Office Supplies,5.904
2612,Standard Class,Corporate,Office Supplies,15.696
2613,Standard Class,Corporate,Furniture,6.096
2614,Standard Class,Corporate,Furniture,41.568
2615,Standard Class,Corporate,Furniture,230.28
2616,Standard Class,Corporate,Office Supplies,18.288
2617,Standard Class,Consumer,Office Supplies,5.78
2618,Standard Class,Consumer,Office Supplies,121.68
2619,Standard Class,Corporate,Office Supplies,4.17
2620,Standard Class,Corporate,Technology,67.04
2621,Standard Class,Corporate,Office Supplies,37.32
2622,Standard Class,Corporate,Office Supplies,18.45
2623,Second Class,Corporate,Office Supplies,25.92
2624,First Class,Home Office,Technology,11199.968
2625,First Class,Home Office,Technology,2399.6
2626,First Class,Home Office,Office Supplies,63.9
2627,First Class,Home Office,Technology,52.99
2628,First Class,Corporate,Technology,60.864
2629,First Class,Corporate,Technology,652.995
2630,First Class,Corporate,Office Supplies,11.22
2631,Standard Class,Consumer,Office Supplies,14.94
2632,Standard Class,Consumer,Furniture,39.96
2633,Standard Class,Consumer,Furniture,42.624
2634,Standard Class,Consumer,Furniture,220.96
2635,Second Class,Corporate,Furniture,4.928
2636,Second Class,Corporate,Office Supplies,7.23
2637,Standard Class,Corporate,Office Supplies,323.1
2638,Standard Class,Consumer,Office Supplies,19.04
